Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/06/2021,01/04/2020,01/02/2021,MS,Madison County,28089,Medium metro,74,1055
01/06/2021,01/04/2020,01/02/2021,MS,Marion County,28091,Noncore,18,259
01/06/2021,01/04/2020,01/02/2021,MS,Marshall County,28093,Large fringe metro,26,329
01/06/2021,01/04/2020,01/02/2021,MS,Monroe County,28095,Noncore,57,407
01/06/2021,01/04/2020,01/02/2021,MS,Montgomery County,28097,Noncore,16,136
01/06/2021,01/04/2020,01/02/2021,MS,Neshoba County,28099,Noncore,33,348
01/06/2021,01/04/2020,01/02/2021,MS,Oktibbeha County,28105,Micropolitan,54,350
01/06/2021,01/04/2020,01/02/2021,MS,Panola County,28107,Noncore,27,299
01/06/2021,01/04/2020,01/02/2021,MS,Pearl River County,28109,Micropolitan,37,599
01/06/2021,01/04/2020,01/02/2021,MS,Pike County,28113,Micropolitan,66,586
01/06/2021,01/04/2020,01/02/2021,MS,Prentiss County,28117,Noncore,21,222
01/06/2021,01/04/2020,01/02/2021,MS,Rankin County,28121,Medium metro,74,1085
01/06/2021,01/04/2020,01/02/2021,MS,Simpson County,28127,Medium metro,41,282
01/06/2021,01/04/2020,01/02/2021,MS,Sunflower County,28133,Micropolitan,38,327
01/06/2021,01/04/2020,01/02/2021,MS,Tate County,28137,Large fringe metro,21,227
01/06/2021,01/04/2020,01/02/2021,MS,Tippah County,28139,Noncore,13,205
01/06/2021,01/04/2020,01/02/2021,MS,Tishomingo County,28141,Noncore,27,262
01/06/2021,01/04/2020,01/02/2021,MS,Union County,28145,Noncore,16,224
01/06/2021,01/04/2020,01/02/2021,MS,Warren County,28149,Micropolitan,102,663
01/06/2021,01/04/2020,01/02/2021,MS,Washington County,28151,Micropolitan,123,783
01/06/2021,01/04/2020,01/02/2021,MS,Wayne County,28153,Noncore,20,194
01/06/2021,01/04/2020,01/02/2021,MS,Webster County,28155,Noncore,14,134
01/06/2021,01/04/2020,01/02/2021,MS,Winston County,28159,Noncore,33,212
01/06/2021,01/04/2020,01/02/2021,MS,Yazoo County,28163,Medium metro,27,243
01/06/2021,01/04/2020,01/02/2021,MT,Cascade County,30013,Small metro,161,1243
01/06/2021,01/04/2020,01/02/2021,MT,Dawson County,30021,Noncore,16,106
01/06/2021,01/04/2020,01/02/2021,MT,Deer Lodge County,30023,Noncore,12,140
01/06/2021,01/04/2020,01/02/2021,MT,Fergus County,30027,Noncore,14,161
01/06/2021,01/04/2020,01/02/2021,MT,Flathead County,30029,Micropolitan,89,1208
01/06/2021,01/04/2020,01/02/2021,MT,Gallatin County,30031,Micropolitan,36,613
01/06/2021,01/04/2020,01/02/2021,MT,Hill County,30041,Noncore,36,172
01/06/2021,01/04/2020,01/02/2021,MT,Lake County,30047,Noncore,11,274
01/06/2021,01/04/2020,01/02/2021,MT,Lewis and Clark County,30049,Micropolitan,36,688
01/06/2021,01/04/2020,01/02/2021,MT,Missoula County,30063,Small metro,86,1141
01/06/2021,01/04/2020,01/02/2021,MT,Ravalli County,30081,Noncore,24,451
01/06/2021,01/04/2020,01/02/2021,MT,Roosevelt County,30085,Noncore,21,123
01/06/2021,01/04/2020,01/02/2021,MT,Silver Bow County,30093,Micropolitan,50,431
01/06/2021,01/04/2020,01/02/2021,MT,Valley County,30105,Noncore,11,86
01/06/2021,01/04/2020,01/02/2021,MT,Yellowstone County,30111,Small metro,327,2300
01/06/2021,01/04/2020,01/02/2021,NC,Alamance County,37001,Small metro,22,1397
01/06/2021,01/04/2020,01/02/2021,NC,Beaufort County,37013,Micropolitan,29,386
01/06/2021,01/04/2020,01/02/2021,NC,Brunswick County,37019,Medium metro,21,992
01/06/2021,01/04/2020,01/02/2021,NC,Buncombe County,37021,Medium metro,142,3061
01/06/2021,01/04/2020,01/02/2021,NC,Burke County,37023,Medium metro,55,815
01/06/2021,01/04/2020,01/02/2021,NC,Cabarrus County,37025,Large fringe metro,112,1553
01/06/2021,01/04/2020,01/02/2021,NC,Caldwell County,37027,Medium metro,20,718
01/06/2021,01/04/2020,01/02/2021,NC,Catawba County,37035,Medium metro,72,1587
01/06/2021,01/04/2020,01/02/2021,NC,Chatham County,37037,Medium metro,51,662
01/06/2021,01/04/2020,01/02/2021,NC,Cherokee County,37039,Noncore,15,249
01/06/2021,01/04/2020,01/02/2021,NC,Cleveland County,37045,Micropolitan,65,983
01/06/2021,01/04/2020,01/02/2021,NC,Columbus County,37047,Noncore,20,536
01/06/2021,01/04/2020,01/02/2021,NC,Craven County,37049,Small metro,50,967
01/06/2021,01/04/2020,01/02/2021,NC,Cumberland County,37051,Medium metro,107,2288
01/06/2021,01/04/2020,01/02/2021,NC,Davidson County,37057,Medium metro,23,1151
01/06/2021,01/04/2020,01/02/2021,NC,Duplin County,37061,Noncore,27,362
01/06/2021,01/04/2020,01/02/2021,NC,Durham County,37063,Medium metro,181,2946
01/06/2021,01/04/2020,01/02/2021,NC,Edgecombe County,37065,Small metro,33,465
01/06/2021,01/04/2020,01/02/2021,NC,Forsyth County,37067,Medium metro,155,3976
01/06/2021,01/04/2020,01/02/2021,NC,Franklin County,37069,Large fringe metro,11,294
01/06/2021,01/04/2020,01/02/2021,NC,Gaston County,37071,Large fringe metro,62,1779
01/06/2021,01/04/2020,01/02/2021,NC,Granville County,37077,Micropolitan,14,358
01/06/2021,01/04/2020,01/02/2021,NC,Guilford County,37081,Medium metro,230,4058
01/06/2021,01/04/2020,01/02/2021,NC,Halifax County,37083,Micropolitan,15,415
01/06/2021,01/04/2020,01/02/2021,NC,Harnett County,37085,Micropolitan,31,636
01/06/2021,01/04/2020,01/02/2021,NC,Haywood County,37087,Medium metro,31,553
01/06/2021,01/04/2020,01/02/2021,NC,Henderson County,37089,Medium metro,69,1063
01/06/2021,01/04/2020,01/02/2021,NC,Hertford County,37091,Noncore,28,225
01/06/2021,01/04/2020,01/02/2021,NC,Iredell County,37097,Large fringe metro,34,1243
01/06/2021,01/04/2020,01/02/2021,NC,Johnston County,37101,Large fringe metro,30,984
01/06/2021,01/04/2020,01/02/2021,NC,Lenoir County,37107,Micropolitan,25,462
01/06/2021,01/04/2020,01/02/2021,NC,Lincoln County,37109,Large fringe metro,17,509
01/06/2021,01/04/2020,01/02/2021,NC,McDowell County,37111,Micropolitan,13,261
01/06/2021,01/04/2020,01/02/2021,NC,Mecklenburg County,37119,Large central metro,359,6013
01/06/2021,01/04/2020,01/02/2021,NC,Moore County,37125,Micropolitan,64,1101
01/06/2021,01/04/2020,01/02/2021,NC,Nash County,37127,Small metro,31,758
01/06/2021,01/04/2020,01/02/2021,NC,New Hanover County,37129,Medium metro,73,2364
01/06/2021,01/04/2020,01/02/2021,NC,Onslow County,37133,Small metro,22,726
01/06/2021,01/04/2020,01/02/2021,NC,Orange County,37135,Medium metro,95,1187
01/06/2021,01/04/2020,01/02/2021,NC,Pasquotank County,37139,Micropolitan,25,399
01/06/2021,01/04/2020,01/02/2021,NC,Pitt County,37147,Small metro,108,2090
01/06/2021,01/04/2020,01/02/2021,NC,Randolph County,37151,Medium metro,21,933
01/06/2021,01/04/2020,01/02/2021,NC,Richmond County,37153,Micropolitan,10,345
01/06/2021,01/04/2020,01/02/2021,NC,Robeson County,37155,Micropolitan,59,989
01/06/2021,01/04/2020,01/02/2021,NC,Rockingham County,37157,Medium metro,17,799
01/06/2021,01/04/2020,01/02/2021,NC,Rowan County,37159,Large fringe metro,89,1274
01/06/2021,01/04/2020,01/02/2021,NC,Rutherford County,37161,Micropolitan,20,587
01/06/2021,01/04/2020,01/02/2021,NC,Sampson County,37163,Noncore,10,342
01/06/2021,01/04/2020,01/02/2021,NC,Scotland County,37165,Micropolitan,18,421
01/06/2021,01/04/2020,01/02/2021,NC,Stanly County,37167,Micropolitan,21,485
01/06/2021,01/04/2020,01/02/2021,NC,Surry County,37171,Micropolitan,23,758
01/06/2021,01/04/2020,01/02/2021,NC,Union County,37179,Large fringe metro,54,1047
01/06/2021,01/04/2020,01/02/2021,NC,Vance County,37181,Micropolitan,46,415
01/06/2021,01/04/2020,01/02/2021,NC,Wake County,37183,Large central metro,287,5061
01/06/2021,01/04/2020,01/02/2021,NC,Wayne County,37191,Small metro,76,1241
01/06/2021,01/04/2020,01/02/2021,NC,Wilkes County,37193,Micropolitan,17,510
01/06/2021,01/04/2020,01/02/2021,NC,Wilson County,37195,Micropolitan,46,674
01/06/2021,01/04/2020,01/02/2021,ND,Barnes County,38003,Noncore,16,127
01/06/2021,01/04/2020,01/02/2021,ND,Bottineau County,38009,Noncore,13,50
01/06/2021,01/04/2020,01/02/2021,ND,Burleigh County,38015,Small metro,199,1294
01/06/2021,01/04/2020,01/02/2021,ND,Cass County,38017,Small metro,344,2267
01/06/2021,01/04/2020,01/02/2021,ND,Dickey County,38021,Noncore,17,70
01/06/2021,01/04/2020,01/02/2021,ND,Foster County,38031,Noncore,18,44
01/06/2021,01/04/2020,01/02/2021,ND,Grand Forks County,38035,Small metro,70,707
01/06/2021,01/04/2020,01/02/2021,ND,LaMoure County,38045,Noncore,12,41
01/06/2021,01/04/2020,01/02/2021,ND,McHenry County,38049,Micropolitan,14,60
01/06/2021,01/04/2020,01/02/2021,ND,McLean County,38055,Noncore,11,109
01/06/2021,01/04/2020,01/02/2021,ND,Morton County,38059,Small metro,32,284
01/06/2021,01/04/2020,01/02/2021,ND,Pierce County,38069,Noncore,16,46
01/06/2021,01/04/2020,01/02/2021,ND,Stark County,38089,Micropolitan,30,219
01/06/2021,01/04/2020,01/02/2021,ND,Stutsman County,38093,Micropolitan,50,228
01/06/2021,01/04/2020,01/02/2021,ND,Traill County,38097,Noncore,11,101
01/06/2021,01/04/2020,01/02/2021,ND,Walsh County,38099,Noncore,12,110
01/06/2021,01/04/2020,01/02/2021,ND,Ward County,38101,Micropolitan,150,811
01/06/2021,01/04/2020,01/02/2021,ND,Williams County,38105,Micropolitan,14,176
01/06/2021,01/04/2020,01/02/2021,NE,Adams County,31001,Micropolitan,52,353
01/06/2021,01/04/2020,01/02/2021,NE,Buffalo County,31019,Micropolitan,99,606
01/06/2021,01/04/2020,01/02/2021,NE,Cheyenne County,31033,Noncore,10,93
01/06/2021,01/04/2020,01/02/2021,NE,Cuming County,31039,Noncore,10,99
01/06/2021,01/04/2020,01/02/2021,NE,Dakota County,31043,Small metro,20,118
01/06/2021,01/04/2020,01/02/2021,NE,Dawes County,31045,Noncore,16,99
01/06/2021,01/04/2020,01/02/2021,NE,Dawson County,31047,Micropolitan,24,210
01/06/2021,01/04/2020,01/02/2021,NE,Dodge County,31053,Micropolitan,47,443
01/06/2021,01/04/2020,01/02/2021,NE,Douglas County,31055,Medium metro,593,5795
01/06/2021,01/04/2020,01/02/2021,NE,Fillmore County,31059,Noncore,10,66
01/06/2021,01/04/2020,01/02/2021,NE,Gage County,31067,Micropolitan,15,244
01/06/2021,01/04/2020,01/02/2021,NE,Hall County,31079,Small metro,95,590
01/06/2021,01/04/2020,01/02/2021,NE,Hamilton County,31081,Small metro,19,88
01/06/2021,01/04/2020,01/02/2021,NE,Lancaster County,31109,Medium metro,239,3047
01/06/2021,01/04/2020,01/02/2021,NE,Lincoln County,31111,Micropolitan,52,445
01/06/2021,01/04/2020,01/02/2021,NE,Madison County,31119,Micropolitan,66,451
01/06/2021,01/04/2020,01/02/2021,NE,Perkins County,31135,Noncore,11,41
01/06/2021,01/04/2020,01/02/2021,NE,Pierce County,31139,Micropolitan,14,68
01/06/2021,01/04/2020,01/02/2021,NE,Platte County,31141,Micropolitan,36,270
01/06/2021,01/04/2020,01/02/2021,NE,Polk County,31143,Noncore,15,89
01/06/2021,01/04/2020,01/02/2021,NE,Sarpy County,31153,Medium metro,39,917
01/06/2021,01/04/2020,01/02/2021,NE,Scotts Bluff County,31157,Micropolitan,92,534
01/06/2021,01/04/2020,01/02/2021,NE,Washington County,31177,Medium metro,10,160
01/06/2021,01/04/2020,01/02/2021,NH,Belknap County,33001,Micropolitan,44,689
01/06/2021,01/04/2020,01/02/2021,NH,Cheshire County,33005,Micropolitan,10,702
01/06/2021,01/04/2020,01/02/2021,NH,Coos County,33007,Micropolitan,17,418
01/06/2021,01/04/2020,01/02/2021,NH,Grafton County,33009,Micropolitan,12,1472
01/06/2021,01/04/2020,01/02/2021,NH,Hillsborough County,33011,Medium metro,412,3874
01/06/2021,01/04/2020,01/02/2021,NH,Merrimack County,33013,Micropolitan,52,1617
01/06/2021,01/04/2020,01/02/2021,NH,Rockingham County,33015,Large fringe metro,108,2419
01/06/2021,01/04/2020,01/02/2021,NH,Strafford County,33017,Large fringe metro,14,1200
01/06/2021,01/04/2020,01/02/2021,NJ,Atlantic County,34001,Medium metro,294,3202
01/06/2021,01/04/2020,01/02/2021,NJ,Bergen County,34003,Large fringe metro,2341,10001
01/06/2021,01/04/2020,01/02/2021,NJ,Burlington County,34005,Large fringe metro,545,4027
01/06/2021,01/04/2020,01/02/2021,NJ,Camden County,34007,Large fringe metro,755,6817
01/06/2021,01/04/2020,01/02/2021,NJ,Cape May County,34009,Small metro,98,1196
01/06/2021,01/04/2020,01/02/2021,NJ,Cumberland County,34011,Small metro,166,1711
01/06/2021,01/04/2020,01/02/2021,NJ,Essex County,34013,Large central metro,2288,9170
01/06/2021,01/04/2020,01/02/2021,NJ,Gloucester County,34015,Large fringe metro,322,2936
01/06/2021,01/04/2020,01/02/2021,NJ,Hudson County,34017,Large central metro,1218,4652
01/06/2021,01/04/2020,01/02/2021,NJ,Hunterdon County,34019,Large fringe metro,133,934
01/06/2021,01/04/2020,01/02/2021,NJ,Mercer County,34021,Medium metro,603,3383
01/06/2021,01/04/2020,01/02/2021,NJ,Middlesex County,34023,Large fringe metro,1675,8285
01/06/2021,01/04/2020,01/02/2021,NJ,Monmouth County,34025,Large fringe metro,1017,7208
01/06/2021,01/04/2020,01/02/2021,NJ,Morris County,34027,Large fringe metro,1134,5838
01/06/2021,01/04/2020,01/02/2021,NJ,Ocean County,34029,Large fringe metro,1042,7686
01/06/2021,01/04/2020,01/02/2021,NJ,Passaic County,34031,Large fringe metro,1147,4749
01/06/2021,01/04/2020,01/02/2021,NJ,Salem County,34033,Large fringe metro,71,705
01/06/2021,01/04/2020,01/02/2021,NJ,Somerset County,34035,Large fringe metro,459,2623
01/06/2021,01/04/2020,01/02/2021,NJ,Sussex County,34037,Large fringe metro,166,1271
01/06/2021,01/04/2020,01/02/2021,NJ,Union County,34039,Large central metro,1150,5314
01/06/2021,01/04/2020,01/02/2021,NJ,Warren County,34041,Medium metro,149,1055
01/06/2021,01/04/2020,01/02/2021,NM,Bernalillo County,35001,Medium metro,773,7848
01/06/2021,01/04/2020,01/02/2021,NM,Chaves County,35005,Micropolitan,70,668
01/06/2021,01/04/2020,01/02/2021,NM,Cibola County,35006,Micropolitan,26,216
01/06/2021,01/04/2020,01/02/2021,NM,Colfax County,35007,Noncore,12,141
01/06/2021,01/04/2020,01/02/2021,NM,Curry County,35009,Micropolitan,25,350
01/06/2021,01/04/2020,01/02/2021,NM,Dona Ana County,35013,Small metro,218,2053
01/06/2021,01/04/2020,01/02/2021,NM,Eddy County,35015,Micropolitan,32,467
01/06/2021,01/04/2020,01/02/2021,NM,Lea County,35025,Micropolitan,41,471
01/06/2021,01/04/2020,01/02/2021,NM,Luna County,35029,Micropolitan,15,230
01/06/2021,01/04/2020,01/02/2021,NM,McKinley County,35031,Micropolitan,129,613
01/06/2021,01/04/2020,01/02/2021,NM,Otero County,35035,Micropolitan,13,563
01/06/2021,01/04/2020,01/02/2021,NM,Rio Arriba County,35039,Micropolitan,11,319
01/06/2021,01/04/2020,01/02/2021,NM,Sandoval County,35043,Medium metro,192,1447
01/06/2021,01/04/2020,01/02/2021,NM,San Juan County,35045,Small metro,260,1278
01/06/2021,01/04/2020,01/02/2021,NM,Santa Fe County,35049,Small metro,81,1407
01/06/2021,01/04/2020,01/02/2021,NM,Sierra County,35051,Noncore,31,236
01/06/2021,01/04/2020,01/02/2021,NM,Socorro County,35053,Noncore,12,138
01/06/2021,01/04/2020,01/02/2021,NM,Taos County,35055,Micropolitan,25,282
01/06/2021,01/04/2020,01/02/2021,NM,Valencia County,35061,Medium metro,11,523
01/06/2021,01/04/2020,01/02/2021,NV,Churchill County,32001,Micropolitan,32,282
01/06/2021,01/04/2020,01/02/2021,NV,Clark County,32003,Large central metro,2130,20738
01/06/2021,01/04/2020,01/02/2021,NV,Elko County,32007,Micropolitan,20,311
01/06/2021,01/04/2020,01/02/2021,NV,Washoe County,32031,Medium metro,405,5128
01/06/2021,01/04/2020,01/02/2021,NV,Carson City,32510,Small metro,70,1156
01/06/2021,01/04/2020,01/02/2021,NY,Albany County,36001,Medium metro,310,4121
01/06/2021,01/04/2020,01/02/2021,NY,Allegany County,36003,Noncore,56,438
01/06/2021,01/04/2020,01/02/2021,NY,Bronx County,36005,Large central metro,4454,16596
01/06/2021,01/04/2020,01/02/2021,NY,Broome County,36007,Small metro,227,2568
01/06/2021,01/04/2020,01/02/2021,NY,Cattaraugus County,36009,Micropolitan,29,764
01/06/2021,01/04/2020,01/02/2021,NY,Cayuga County,36011,Micropolitan,13,725
01/06/2021,01/04/2020,01/02/2021,NY,Chautauqua County,36013,Micropolitan,19,1224
01/06/2021,01/04/2020,01/02/2021,NY,Chemung County,36015,Small metro,102,1021
01/06/2021,01/04/2020,01/02/2021,NY,Chenango County,36017,Noncore,15,501
01/06/2021,01/04/2020,01/02/2021,NY,Columbia County,36021,Micropolitan,60,631
01/06/2021,01/04/2020,01/02/2021,NY,Cortland County,36023,Micropolitan,12,426
01/06/2021,01/04/2020,01/02/2021,NY,Dutchess County,36027,Large fringe metro,259,2928
01/06/2021,01/04/2020,01/02/2021,NY,Erie County,36029,Large central metro,1220,11499
01/06/2021,01/04/2020,01/02/2021,NY,Fulton County,36035,Micropolitan,36,521
01/06/2021,01/04/2020,01/02/2021,NY,Genesee County,36037,Micropolitan,29,570
01/06/2021,01/04/2020,01/02/2021,NY,Herkimer County,36043,Medium metro,16,479
01/06/2021,01/04/2020,01/02/2021,NY,Kings County,36047,Large central metro,6370,22388
01/06/2021,01/04/2020,01/02/2021,NY,Livingston County,36051,Large fringe metro,18,375
01/06/2021,01/04/2020,01/02/2021,NY,Madison County,36053,Medium metro,66,607
01/06/2021,01/04/2020,01/02/2021,NY,Monroe County,36055,Large central metro,630,8681
01/06/2021,01/04/2020,01/02/2021,NY,Montgomery County,36057,Micropolitan,30,634
01/06/2021,01/04/2020,01/02/2021,NY,Nassau County,36059,Large fringe metro,3432,15310
01/06/2021,01/04/2020,01/02/2021,NY,New York County,36061,Large central metro,4191,18012
01/06/2021,01/04/2020,01/02/2021,NY,Niagara County,36063,Large fringe metro,137,2314
01/06/2021,01/04/2020,01/02/2021,NY,Oneida County,36065,Medium metro,225,2923
01/06/2021,01/04/2020,01/02/2021,NY,Onondaga County,36067,Medium metro,473,5873
01/06/2021,01/04/2020,01/02/2021,NY,Ontario County,36069,Large fringe metro,60,1087
01/06/2021,01/04/2020,01/02/2021,NY,Orange County,36071,Large fringe metro,570,3374
01/06/2021,01/04/2020,01/02/2021,NY,Orleans County,36073,Large fringe metro,44,327
01/06/2021,01/04/2020,01/02/2021,NY,Oswego County,36075,Medium metro,21,782
01/06/2021,01/04/2020,01/02/2021,NY,Otsego County,36077,Micropolitan,22,826
01/06/2021,01/04/2020,01/02/2021,NY,Putnam County,36079,Large fringe metro,73,604
01/06/2021,01/04/2020,01/02/2021,NY,Queens County,36081,Large central metro,5692,19256
01/06/2021,01/04/2020,01/02/2021,NY,Rensselaer County,36083,Medium metro,65,1509
01/06/2021,01/04/2020,01/02/2021,NY,Richmond County,36085,Large central metro,1164,4841
01/06/2021,01/04/2020,01/02/2021,NY,Rockland County,36087,Large fringe metro,735,2874
01/06/2021,01/04/2020,01/02/2021,NY,St. Lawrence County,36089,Micropolitan,42,972
01/06/2021,01/04/2020,01/02/2021,NY,Saratoga County,36091,Medium metro,18,1523
01/06/2021,01/04/2020,01/02/2021,NY,Schenectady County,36093,Medium metro,54,1665
01/06/2021,01/04/2020,01/02/2021,NY,Seneca County,36099,Micropolitan,12,208
01/06/2021,01/04/2020,01/02/2021,NY,Steuben County,36101,Micropolitan,104,1023
01/06/2021,01/04/2020,01/02/2021,NY,Suffolk County,36103,Large fringe metro,2944,15524
01/06/2021,01/04/2020,01/02/2021,NY,Sullivan County,36105,Noncore,48,661
01/06/2021,01/04/2020,01/02/2021,NY,Tioga County,36107,Small metro,47,334
01/06/2021,01/04/2020,01/02/2021,NY,Tompkins County,36109,Small metro,17,671
01/06/2021,01/04/2020,01/02/2021,NY,Ulster County,36111,Small metro,80,1426
01/06/2021,01/04/2020,01/02/2021,NY,Warren County,36113,Small metro,49,983
01/06/2021,01/04/2020,01/02/2021,NY,Washington County,36115,Small metro,13,536
01/06/2021,01/04/2020,01/02/2021,NY,Wayne County,36117,Large fringe metro,26,652
01/06/2021,01/04/2020,01/02/2021,NY,Westchester County,36119,Large fringe metro,2083,9068
01/06/2021,01/04/2020,01/02/2021,NY,Wyoming County,36121,Noncore,11,337
01/06/2021,01/04/2020,01/02/2021,OH,Allen County,39003,Small metro,213,1605
01/06/2021,01/04/2020,01/02/2021,OH,Ashland County,39005,Micropolitan,50,546
01/06/2021,01/04/2020,01/02/2021,OH,Ashtabula County,39007,Micropolitan,68,1016
01/06/2021,01/04/2020,01/02/2021,OH,Athens County,39009,Micropolitan,13,430
01/06/2021,01/04/2020,01/02/2021,OH,Auglaize County,39011,Micropolitan,31,439
01/06/2021,01/04/2020,01/02/2021,OH,Belmont County,39013,Small metro,21,544
01/06/2021,01/04/2020,01/02/2021,OH,Butler County,39017,Large fringe metro,241,3349
01/06/2021,01/04/2020,01/02/2021,OH,Clark County,39023,Small metro,144,1774
01/06/2021,01/04/2020,01/02/2021,OH,Clermont County,39025,Large fringe metro,45,1245
01/06/2021,01/04/2020,01/02/2021,OH,Clinton County,39027,Micropolitan,17,382
01/06/2021,01/04/2020,01/02/2021,OH,Columbiana County,39029,Micropolitan,86,1114
01/06/2021,01/04/2020,01/02/2021,OH,Coshocton County,39031,Micropolitan,16,339
01/06/2021,01/04/2020,01/02/2021,OH,Crawford County,39033,Micropolitan,34,485
01/06/2021,01/04/2020,01/02/2021,OH,Cuyahoga County,39035,Large central metro,1319,17474
01/06/2021,01/04/2020,01/02/2021,OH,Darke County,39037,Micropolitan,56,551
01/06/2021,01/04/2020,01/02/2021,OH,Defiance County,39039,Micropolitan,45,613
01/06/2021,01/04/2020,01/02/2021,OH,Delaware County,39041,Large fringe metro,36,957
01/06/2021,01/04/2020,01/02/2021,OH,Erie County,39043,Micropolitan,90,1167
01/06/2021,01/04/2020,01/02/2021,OH,Fairfield County,39045,Large fringe metro,104,1447
01/06/2021,01/04/2020,01/02/2021,OH,Fayette County,39047,Micropolitan,14,305
01/06/2021,01/04/2020,01/02/2021,OH,Franklin County,39049,Large central metro,1210,14313
01/06/2021,01/04/2020,01/02/2021,OH,Fulton County,39051,Medium metro,29,311
01/06/2021,01/04/2020,01/02/2021,OH,Gallia County,39053,Micropolitan,26,414
01/06/2021,01/04/2020,01/02/2021,OH,Geauga County,39055,Large fringe metro,89,908
01/06/2021,01/04/2020,01/02/2021,OH,Greene County,39057,Medium metro,111,1316
01/06/2021,01/04/2020,01/02/2021,OH,Hamilton County,39061,Large central metro,706,10795
01/06/2021,01/04/2020,01/02/2021,OH,Hancock County,39063,Micropolitan,90,985
01/06/2021,01/04/2020,01/02/2021,OH,Hardin County,39065,Noncore,10,231
01/06/2021,01/04/2020,01/02/2021,OH,Henry County,39069,Noncore,22,178
01/06/2021,01/04/2020,01/02/2021,OH,Highland County,39071,Noncore,28,422
01/06/2021,01/04/2020,01/02/2021,OH,Hocking County,39073,Large fringe metro,22,211
01/06/2021,01/04/2020,01/02/2021,OH,Holmes County,39075,Noncore,43,352
01/06/2021,01/04/2020,01/02/2021,OH,Huron County,39077,Micropolitan,38,587
01/06/2021,01/04/2020,01/02/2021,OH,Jackson County,39079,Micropolitan,11,369
01/06/2021,01/04/2020,01/02/2021,OH,Jefferson County,39081,Small metro,24,817
01/06/2021,01/04/2020,01/02/2021,OH,Knox County,39083,Micropolitan,42,609
01/06/2021,01/04/2020,01/02/2021,OH,Lake County,39085,Large fringe metro,141,2148
01/06/2021,01/04/2020,01/02/2021,OH,Lawrence County,39087,Medium metro,14,438
01/06/2021,01/04/2020,01/02/2021,OH,Licking County,39089,Large fringe metro,96,1556
01/06/2021,01/04/2020,01/02/2021,OH,Logan County,39091,Micropolitan,21,421
01/06/2021,01/04/2020,01/02/2021,OH,Lorain County,39093,Large fringe metro,169,2849
01/06/2021,01/04/2020,01/02/2021,OH,Lucas County,39095,Medium metro,609,6184
01/06/2021,01/04/2020,01/02/2021,OH,Mahoning County,39099,Medium metro,432,3918
01/06/2021,01/04/2020,01/02/2021,OH,Marion County,39101,Micropolitan,77,742
01/06/2021,01/04/2020,01/02/2021,OH,Medina County,39103,Large fringe metro,59,1348
01/06/2021,01/04/2020,01/02/2021,OH,Mercer County,39107,Micropolitan,37,376
01/06/2021,01/04/2020,01/02/2021,OH,Miami County,39109,Medium metro,64,1054
01/06/2021,01/04/2020,01/02/2021,OH,Montgomery County,39113,Medium metro,748,8392
01/06/2021,01/04/2020,01/02/2021,OH,Morgan County,39115,Noncore,14,162
01/06/2021,01/04/2020,01/02/2021,OH,Muskingum County,39119,Micropolitan,80,1210
01/06/2021,01/04/2020,01/02/2021,OH,Noble County,39121,Noncore,17,101
01/06/2021,01/04/2020,01/02/2021,OH,Ottawa County,39123,Micropolitan,24,336
01/06/2021,01/04/2020,01/02/2021,OH,Pickaway County,39129,Large fringe metro,26,461
01/06/2021,01/04/2020,01/02/2021,OH,Portage County,39133,Medium metro,65,1326
01/06/2021,01/04/2020,01/02/2021,OH,Preble County,39135,Noncore,12,282
01/06/2021,01/04/2020,01/02/2021,OH,Putnam County,39137,Noncore,43,262
01/06/2021,01/04/2020,01/02/2021,OH,Richland County,39139,Small metro,60,1481
01/06/2021,01/04/2020,01/02/2021,OH,Ross County,39141,Micropolitan,67,1054
01/06/2021,01/04/2020,01/02/2021,OH,Sandusky County,39143,Micropolitan,31,556
01/06/2021,01/04/2020,01/02/2021,OH,Scioto County,39145,Micropolitan,55,1219
01/06/2021,01/04/2020,01/02/2021,OH,Seneca County,39147,Micropolitan,28,501
01/06/2021,01/04/2020,01/02/2021,OH,Shelby County,39149,Micropolitan,19,409
01/06/2021,01/04/2020,01/02/2021,OH,Stark County,39151,Medium metro,458,4985
01/06/2021,01/04/2020,01/02/2021,OH,Summit County,39153,Medium metro,451,6567
01/06/2021,01/04/2020,01/02/2021,OH,Trumbull County,39155,Medium metro,124,2116
01/06/2021,01/04/2020,01/02/2021,OH,Tuscarawas County,39157,Micropolitan,111,1178
01/06/2021,01/04/2020,01/02/2021,OH,Union County,39159,Large fringe metro,10,352
01/06/2021,01/04/2020,01/02/2021,OH,Van Wert County,39161,Micropolitan,38,257
01/06/2021,01/04/2020,01/02/2021,OH,Warren County,39165,Large fringe metro,105,1900
01/06/2021,01/04/2020,01/02/2021,OH,Washington County,39167,Micropolitan,81,888
01/06/2021,01/04/2020,01/02/2021,OH,Wayne County,39169,Micropolitan,132,1192
01/06/2021,01/04/2020,01/02/2021,OH,Williams County,39171,Noncore,18,264
01/06/2021,01/04/2020,01/02/2021,OH,Wood County,39173,Medium metro,78,1263
01/06/2021,01/04/2020,01/02/2021,OH,Wyandot County,39175,Noncore,19,236
01/06/2021,01/04/2020,01/02/2021,OK,Beckham County,40009,Micropolitan,22,230
01/06/2021,01/04/2020,01/02/2021,OK,Bryan County,40013,Micropolitan,47,475
